-0.77,0.324,-0.02
-0.734,0.332,-0.012
-0.684,0.316,-0.016
-0.633,0.297,-0.039
-0.586,0.289,-0.066
-0.582,0.379,-0.148
-0.57,0.727,-0.359
-0.445,1.309,-0.574
-0.25,2.043,-0.766
-0.105,2.906,-0.926
0.129,3.754,-1.016
0.574,4.254,-1.059
1.063,4.406,-1.016
1.434,4.215,-0.859
1.59,3.641,-0.66
1.492,2.973,-0.465
1.262,2.453,-0.32
1.063,2.137,-0.25
0.953,1.867,-0.258
0.902,1.52,-0.262
0.859,1.109,-0.234
0.793,0.695,-0.188
0.691,0.371,-0.125
0.57,0.137,-0.063
0.469,-0.051,-0.023
0.387,-0.246,-0.027
0.324,-0.473,-0.07
0.309,-0.711,-0.105
0.348,-0.922,-0.098
0.449,-1.027,-0.051
0.523,-1,-0.031
0.559,-0.922,-0.051
0.57,-0.832,-0.074
0.59,-0.754,-0.086
0.613,-0.707,-0.09
0.66,-0.648,-0.066
0.711,-0.563,0.004
0.73,-0.469,0.098
0.695,-0.344,0.137
0.684,-0.168,0.113
0.852,0.18,0.098
1.246,0.695,0.074
1.762,1.32,-0.063
2.309,2.328,-0.238
2.691,3.676,-0.27
2.535,4.559,-0.156
1.973,4.551,-0.023
1.371,3.844,0.039
0.887,2.957,0.035
0.508,2.234,-0.012
0.23,1.758,-0.035
0.086,1.496,-0.031
0.031,1.344,-0.008
0.008,1.16,0.031
-0.031,0.945,0.059
-0.102,0.711,0.09
-0.18,0.52,0.125
-0.258,0.371,0.148
-0.332,0.262,0.156
-0.406,0.199,0.16
-0.484,0.141,0.141
-0.57,0.094,0.121
-0.645,0.059,0.125
-0.715,0.066,0.125
-0.758,0.137,0.141
-0.758,0.254,0.152
-0.75,0.375,0.16
-0.719,0.477,0.164
-0.68,0.547,0.152
-0.609,0.566,0.133
-0.559,0.527,0.078
-0.543,0.527,-0.004
-0.555,0.75,-0.113
-0.461,1.242,-0.172
-0.25,1.844,-0.152
-0.008,2.609,-0.293
0.367,3.684,-0.395
0.977,4.672,-0.418
1.613,5.004,-0.438
1.949,4.496,-0.332
1.91,3.578,-0.184
1.594,2.793,-0.121
1.262,2.359,-0.129
1.09,2.207,-0.199
1.07,2.098,-0.27
1.078,1.773,-0.305
1.066,1.285,-0.309
1.012,0.805,-0.297
0.941,0.434,-0.277
0.828,0.133,-0.258
0.695,-0.156,-0.262
0.566,-0.457,-0.281
0.48,-0.813,-0.285
0.449,-1.152,-0.25
0.496,-1.375,-0.172
0.574,-1.434,-0.09
0.633,-1.305,-0.039
0.648,-1.07,-0.027
0.656,-0.82,-0.012
0.668,-0.641,0.008
0.691,-0.547,0.035
0.719,-0.492,0.082
0.766,-0.406,0.141
0.797,-0.277,0.148
0.832,-0.117,0.078
0.957,0.094,0.043
1.234,0.344,0.098
1.68,0.617,0.117
2.273,1.133,-0.023
2.949,2.195,-0.09
3.309,3.77,-0.055
2.922,4.957,0.012
2.211,4.906,0.125
1.738,3.961,0.199
1.434,2.887,0.168
1.133,2.113,0.16
0.832,1.652,0.16
0.559,1.387,0.152
0.344,1.195,0.141
0.168,0.984,0.113
0.02,0.746,0.094
-0.109,0.527,0.063
-0.219,0.359,0.023
-0.313,0.254,-0.023
-0.418,0.211,-0.02
-0.543,0.203,-0.004
-0.699,0.227,0.035
-0.863,0.254,0.086
-0.984,0.266,0.133
-1.016,0.27,0.152
-0.984,0.258,0.152
-0.918,0.23,0.145
-0.844,0.18,0.145
-0.762,0.117,0.148
-0.688,0.047,0.141
-0.652,-0.012,0.102
-0.699,-0.051,0.043
-0.773,-0.008,-0.016
-0.746,0.23,-0.055
-0.57,0.734,-0.078
-0.387,1.527,0.059
-0.133,2.508,0.145
0.414,3.887,0.141
1.422,5.535,0.191
2.488,6.414,0.039
2.992,5.551,0.07
2.5,3.875,0.113
1.895,2.738,0.098
1.504,2.152,0.074
1.434,1.973,0.035
1.426,1.844,-0.027
1.348,1.488,-0.059
1.254,0.977,-0.09
1.156,0.531,-0.121
1.02,0.246,-0.137
0.855,0.066,-0.148
0.695,-0.086,-0.168
0.551,-0.309,-0.184
0.445,-0.613,-0.188
0.398,-0.926,-0.148
0.363,-1.137,-0.09
0.352,-1.18,-0.047
0.363,-1.105,-0.023
0.391,-0.977,-0.027
0.434,-0.824,-0.031
0.477,-0.703,-0.035
0.527,-0.613,-0.012
0.551,-0.543,0.055
0.531,-0.457,0.109
0.473,-0.328,0.113
0.438,-0.168,0.063
0.527,0.059,0.027
0.801,0.422,0.082
1.242,0.906,0.059
1.828,1.566,-0.117
2.461,2.602,-0.32
2.84,4.074,-0.426
2.5,5.043,-0.328
1.711,4.691,-0.191
1.129,3.594,-0.09
0.734,2.574,-0.066
0.441,1.922,-0.035
0.254,1.578,0.012
0.168,1.41,0.047
0.141,1.23,0.078
0.094,0.957,0.109
0.012,0.652,0.137
-0.094,0.387,0.172
-0.195,0.199,0.184
-0.273,0.113,0.191
-0.355,0.102,0.168
-0.438,0.098,0.141
-0.512,0.086,0.133
-0.582,0.066,0.129
-0.648,0.074,0.133
-0.688,0.113,0.137
-0.691,0.156,0.152
-0.684,0.172,0.164
-0.668,0.199,0.164
-0.641,0.23,0.145
-0.598,0.262,0.102
-0.586,0.289,0.031
-0.613,0.383,-0.047
-0.621,0.699,-0.145
-0.523,1.262,-0.184
-0.336,1.906,-0.219
-0.176,2.68,-0.414
0.082,3.66,-0.57
0.664,4.543,-0.563
1.313,4.844,-0.59
1.688,4.379,-0.512
1.781,3.508,-0.363
1.543,2.758,-0.246
1.191,2.348,-0.223
0.984,2.211,-0.266
0.969,2.086,-0.297
1.035,1.73,-0.262
1.047,1.203,-0.18
0.992,0.707,-0.086
0.879,0.359,0
0.738,0.148,0.051
0.605,0.02,0.051
0.492,-0.109,0.008
0.391,-0.293,-0.035
0.344,-0.555,-0.055
0.352,-0.824,-0.039
0.371,-1.023,-0.004
0.375,-1.098,0.016
0.344,-1.039,0
0.32,-0.906,-0.023
0.289,-0.75,-0.039
0.273,-0.605,-0.023
0.285,-0.5,0.008
0.336,-0.426,0.07
0.402,-0.348,0.172
0.43,-0.246,0.215
0.426,-0.121,0.145
0.477,0.055,0.086
0.727,0.383,0.16
1.234,0.859,0.238
1.848,1.48,0
2.469,2.621,-0.102
2.738,4.031,0.02
2.316,4.941,0.16
1.523,4.703,0.199
0.941,3.707,0.168
0.57,2.746,0.121
0.313,2.121,0.145
0.148,1.777,0.152
0.082,1.563,0.156
0.039,1.328,0.164
-0.016,0.996,0.16
-0.109,0.629,0.16
-0.219,0.32,0.176
-0.34,0.137,0.176
-0.438,0.078,0.16
-0.508,0.113,0.133
-0.594,0.168,0.105
-0.695,0.223,0.105
-0.793,0.254,0.125
-0.852,0.258,0.137
-0.84,0.234,0.137
-0.793,0.203,0.117
-0.742,0.168,0.082
-0.691,0.133,0.059
-0.648,0.094,0.051
-0.605,0.043,0.039
-0.59,-0.008,0.016
-0.668,-0.027,-0.031
-0.742,0.105,-0.094
-0.605,0.52,-0.148
-0.332,1.25,-0.184
-0.105,2.426,-0.461
0.238,4.121,-0.641
0.957,5.594,-0.723
1.715,6,-0.848
1.934,5.281,-0.77
1.605,4.156,-0.688
1.273,3.305,-0.598
1.059,2.719,-0.496
1.043,2.355,-0.461
1.156,1.988,-0.426
1.238,1.492,-0.352
1.227,0.961,-0.254
1.113,0.543,-0.148
0.969,0.254,-0.078
0.855,0.023,-0.035
0.789,-0.234,-0.02
0.719,-0.578,-0.043
0.648,-0.992,-0.047
0.594,-1.371,-0.016
0.598,-1.598,0.051
0.641,-1.586,0.109
0.664,-1.359,0.129
0.66,-1.043,0.121
0.672,-0.766,0.09
0.695,-0.598,0.07
0.73,-0.52,0.074
0.785,-0.445,0.094
0.832,-0.344,0.125
0.844,-0.238,0.141
0.836,-0.121,0.121
0.883,0.012,0.066
1.105,0.242,0.043
1.59,0.633,0.027
2.301,1.188,-0.059
3.102,2.25,-0.262
3.453,3.879,-0.492
2.926,5.145,-0.625
1.988,5.145,-0.625
1.258,4.246,-0.52
0.789,3.172,-0.426
0.484,2.395,-0.328
0.27,1.902,-0.219
0.148,1.535,-0.117
0.086,1.215,-0.043
0.043,0.922,0.012
-0.012,0.641,0.078
-0.086,0.422,0.133
-0.156,0.285,0.148
-0.211,0.238,0.137
-0.254,0.25,0.109
-0.309,0.254,0.098
-0.383,0.238,0.102
-0.473,0.223,0.117
-0.563,0.211,0.133
-0.625,0.23,0.16
-0.645,0.285,0.207
-0.625,0.336,0.246
-0.59,0.371,0.297
-0.559,0.402,0.301
-0.531,0.441,0.262
-0.508,0.484,0.191
-0.48,0.512,0.074
-0.484,0.555,-0.059
-0.461,0.762,-0.129
-0.344,1.168,-0.094
-0.133,1.719,-0.133
0.023,2.676,-0.383
0.301,4.051,-0.504
0.906,4.988,-0.664
1.508,5.016,-0.793
1.906,4.32,-0.707
1.918,3.387,-0.582
1.613,2.629,-0.473
1.27,2.156,-0.426
1.086,1.91,-0.418
1.035,1.699,-0.406
0.973,1.375,-0.367
0.895,1.012,-0.293
0.809,0.715,-0.219
0.734,0.492,-0.133
0.676,0.309,-0.074
0.621,0.133,-0.047
0.563,-0.102,-0.031
0.527,-0.449,-0.016
0.512,-0.82,0.02
0.516,-1.09,0.078
0.527,-1.246,0.109
0.516,-1.273,0.113
0.512,-1.191,0.078
0.539,-1.055,0.039
0.582,-0.902,0.02
0.629,-0.789,0.02
0.676,-0.688,0.059
0.719,-0.57,0.133
0.719,-0.418,0.18
0.695,-0.207,0.129
0.742,0.117,0.051
0.996,0.629,0.027
1.477,1.258,-0.023
1.965,2.047,-0.23
2.395,3.445,-0.367
2.496,4.84,-0.293
1.984,5.016,-0.168
1.266,4.168,-0.086
0.695,3.148,-0.102
0.266,2.402,-0.102
-0.016,1.973,-0.012
-0.121,1.754,0.086
-0.129,1.578,0.168
-0.125,1.313,0.203
-0.125,0.949,0.215
-0.152,0.602,0.227
-0.211,0.336,0.242
-0.285,0.191,0.238
-0.34,0.145,0.207
-0.387,0.156,0.16
-0.441,0.195,0.141
-0.496,0.211,0.129
-0.574,0.223,0.137
-0.637,0.215,0.164
-0.664,0.203,0.195
-0.652,0.184,0.191
-0.625,0.172,0.176
-0.605,0.172,0.148
-0.574,0.18,0.129
-0.539,0.191,0.098
-0.504,0.203,0.043
-0.516,0.219,-0.02
-0.582,0.453,-0.063
-0.563,0.984,-0.137
-0.355,1.641,-0.148
-0.148,2.391,-0.27
0.113,3.375,-0.484
0.57,4.285,-0.617
1.164,4.762,-0.66
1.637,4.496,-0.563
1.844,3.66,-0.375
1.578,2.781,-0.234
1.102,2.195,-0.18
0.715,1.883,-0.199
0.551,1.746,-0.238
0.59,1.559,-0.25
0.691,1.207,-0.219
0.734,0.801,-0.156
0.68,0.469,-0.086
0.57,0.23,-0.047
0.449,0.07,-0.039
0.359,-0.055,-0.047
0.32,-0.203,-0.051
0.328,-0.414,-0.043
0.359,-0.617,-0.023
0.359,-0.773,-0.012
0.34,-0.852,-0.012
0.336,-0.848,-0.02
0.348,-0.781,-0.035
0.375,-0.699,-0.035
0.387,-0.609,-0.039
0.434,-0.535,-0.012
0.473,-0.457,0.063
0.496,-0.375,0.156
0.484,-0.258,0.172
0.484,-0.086,0.113
0.637,0.152,0.102
1.004,0.551,0.188
1.555,1.191,0.012
2.145,2.258,-0.215
2.543,3.66,-0.215
2.402,4.676,-0.102
1.754,4.648,0.035
1.152,3.813,0.047
0.762,2.879,-0.008
0.484,2.273,-0.016
0.297,2.012,0.035
0.211,1.887,0.078
0.152,1.676,0.121
0.086,1.301,0.145
0.004,0.871,0.152
-0.109,0.496,0.133
-0.246,0.23,0.094
-0.395,0.082,0.051
-0.531,0.043,0
-0.637,0.07,-0.051
-0.746,0.094,-0.074
-0.859,0.109,-0.047
-0.961,0.125,-0.004
-1.008,0.156,0.039
-0.992,0.203,0.063
-0.941,0.227,0.078
-0.871,0.219,0.078
-0.793,0.184,0.066
-0.695,0.129,0.047
-0.605,0.059,0.02
-0.551,-0.012,-0.008
-0.574,-0.047,-0.031
-0.648,0.078,-0.082
-0.617,0.512,-0.16
-0.422,1.215,-0.145
-0.246,2.133,-0.23
-0.031,3.422,-0.426
0.543,4.832,-0.457
1.332,5.598,-0.488
1.813,5.27,-0.426
1.926,4.199,-0.273
1.656,3.102,-0.133
1.289,2.348,-0.086
0.973,1.957,-0.086
0.789,1.82,-0.125
0.758,1.691,-0.164
0.785,1.379,-0.16
0.781,0.973,-0.148
0.715,0.617,-0.125
0.609,0.336,-0.113
0.5,0.125,-0.113
0.402,-0.07,-0.129
0.336,-0.285,-0.141
0.32,-0.523,-0.133
0.336,-0.73,-0.098
0.367,-0.824,-0.059
0.398,-0.828,-0.055
0.398,-0.777,-0.074
0.383,-0.711,-0.098
0.363,-0.66,-0.121
0.348,-0.633,-0.141
0.348,-0.602,-0.148
0.336,-0.551,-0.152
0.332,-0.484,-0.098
0.32,-0.414,0.035
0.277,-0.316,0.152
0.262,-0.145,0.219
0.316,0.074,0.184
0.594,0.363,0.129
1.168,0.746,0.301
1.996,1.281,0.105
3.152,2.59,-0.184
3.965,4.246,-0.219
3.414,5.469,-0.133
2.172,5.324,-0.035
1.371,4.078,-0.07
0.938,2.844,-0.148
0.629,2.086,-0.18
0.348,1.711,-0.18
0.094,1.434,-0.152
-0.086,1.059,-0.117
-0.199,0.645,-0.09
-0.281,0.293,-0.07
-0.367,0.055,-0.051
-0.465,-0.047,-0.063
-0.551,-0.012,-0.105
-0.617,0.078,-0.148
-0.668,0.141,-0.172
-0.715,0.156,-0.164
-0.754,0.16,-0.125
-0.789,0.16,-0.078
-0.809,0.156,-0.035
-0.809,0.172,0.004
-0.785,0.199,0.027
-0.734,0.215,0.047
-0.668,0.215,0.07
-0.602,0.184,0.07
-0.574,0.125,0.055
-0.602,0.078,-0.012
-0.68,0.129,-0.07
-0.723,0.43,-0.152
-0.59,1.074,-0.199
-0.293,2.039,-0.137
0.164,3.398,-0.246
0.828,5.051,-0.395
1.793,6.402,-0.555
2.547,6.461,-0.559
2.574,5.195,-0.281
2.215,3.863,-0.055
1.938,3.074,0.047
1.734,2.75,-0.043
1.641,2.633,-0.137
1.527,2.254,-0.172
1.41,1.613,-0.227
1.293,1.004,-0.293
1.148,0.555,-0.383
0.965,0.16,-0.477
0.801,-0.289,-0.539
0.668,-0.84,-0.574
0.59,-1.379,-0.539
0.57,-1.848,-0.465
0.605,-2.102,-0.406
0.66,-2.055,-0.316
0.676,-1.785,-0.23
