-0.871,0.391,0.258
-0.852,0.387,0.254
-0.848,0.383,0.262
-0.844,0.383,0.262
-0.844,0.383,0.262
-0.844,0.379,0.262
-0.844,0.379,0.266
-0.848,0.379,0.262
-0.844,0.379,0.262
-0.844,0.379,0.258
-0.844,0.379,0.258
-0.848,0.375,0.258
-0.848,0.383,0.254
-0.844,0.379,0.254
-0.844,0.383,0.258
-0.84,0.379,0.258
-0.844,0.383,0.262
-0.844,0.379,0.258
-0.84,0.379,0.258
-0.844,0.379,0.262
-0.844,0.379,0.266
-0.84,0.379,0.258
-0.848,0.379,0.262
-0.848,0.379,0.262
-0.852,0.375,0.262
-0.848,0.379,0.262
-0.844,0.383,0.254
-0.844,0.383,0.258
-0.844,0.383,0.258
-0.844,0.383,0.262
-0.848,0.379,0.262
-0.844,0.379,0.262
-0.844,0.387,0.262
-0.844,0.383,0.258
-0.844,0.383,0.262
-0.844,0.379,0.266
-0.844,0.379,0.262
-0.844,0.383,0.262
-0.844,0.383,0.258
-0.844,0.383,0.258
-0.855,0.383,0.254
-0.848,0.379,0.262
-0.844,0.379,0.262
-0.84,0.379,0.258
-0.844,0.383,0.258
-0.844,0.387,0.258
-0.844,0.391,0.258
-0.844,0.391,0.262
-0.844,0.383,0.258
-0.844,0.383,0.266
-0.844,0.383,0.262
-0.844,0.379,0.262
-0.844,0.383,0.254
-0.844,0.379,0.258
-0.848,0.387,0.25
-0.844,0.383,0.258
-0.844,0.379,0.262
-0.844,0.383,0.262
-0.844,0.379,0.262
-0.844,0.379,0.262
-0.844,0.379,0.262
-0.844,0.379,0.258
-0.844,0.383,0.258
-0.844,0.383,0.25
-0.844,0.379,0.254
-0.844,0.379,0.258
-0.844,0.379,0.262
-0.848,0.379,0.262
-0.848,0.383,0.266
-0.844,0.383,0.266
-0.844,0.383,0.266
-0.84,0.383,0.266
-0.844,0.379,0.262
-0.844,0.379,0.258
-0.844,0.379,0.258
-0.844,0.379,0.258
-0.844,0.383,0.262
-0.844,0.383,0.258
